-7.87047584e+00 9.20961903e+00
 -2.98313688e+00 -2.30276668e+00
 3.38200730e+00 4.90983505e+00
 2.80880184e+00 8.31523463e-01
 -3.49818564e+00 -2.47190050e+00
 -1.42384307e+00 -1.95845901e+00
 1.97392185e+00 3.16776426e-01
 1.61418126e+00 1.00802668e+01
 -6.52987828e+00 1.11102362e+01
 1.30641606e+00 1.00051062e+01
 -6.15330504e+00 -9.37394712e-01
 -8.62995554e+00 9.41895061e+00
 2.78129201e+00 8.42438832e+00
 -8.71938199e+00 8.74565984e+00
 -9.86569742e+00 5.73520363e+00
 -9.00893179e+00 1.90833463e+00
 -9.39527078e+00 2.18619734e+00
 4.59681573e-01 -9.41593878e-01
 -3.64420155e-01 -1.87252992e+00
 -4.30561146e+00 1.15405333e+01
 1.24237944e+00 -8.61705833e-01
 2.79812291e+00 8.57948045e+00
 -7.77364243e+00 6.88705719e-01
 -7.76067178e+00 -3.88961861e-01
 -9.69179300e+00 4.08713704e+00
 -1.49401856e+00 -1.22849872e+00
 -8.06175963e+00 9.85175805e+00
 -8.37465677e+00 8.29215456e+00
 -7.48833682e+00 -1.75760175e-01
 2.82352682e+00 2.53410166e+00
 4.05417002e+00 6.48981999e+00
 -8.20140648e+00 9.41607476e+00
 -4.25367925e+00 1.13092423e+01
 1.20060268e+00 1.82373222e-02
 -9.71431369e+00 3.41724683e+00
 -6.82117666e+00 1.14585156e+01
 -1.00884974e+01 5.02412155e+00
 3.27676434e+00 6.00700447e+00
 -9.79699061e+00 4.64641767e+00
 -8.11504938e-01 -9.77874269e-01
 -1.04664374e+01 5.74793206e+00
 3.28330462e+00 6.58884688e+00
 -3.16536010e+00 -1.51453988e+00
 -4.07681688e+00 -1.78249982e+00
 4.27275991e+00 4.47963419e+00
 -1.49812268e+00 -2.19830053e+00
 -8.72716618e+00 1.44400518e+00
 4.35972153e+00 6.19753630e+00
 -2.79360433e+00 1.25606630e+01
 1.01076481e+00 1.02089781e+01
 -1.01052415e+01 7.90032909e+00
 -6.37381919e+00 -7.87165219e-01
 4.09735722e+00 3.01206314e+00
 -4.34114775e+00 -1.96148489e+00
 -7.15925323e+00 -1.30461817e+00
 3.67122941e+00 2.32824294e+00
 -8.22539579e+00 9.24270512e+00
 9.63363189e-01 -1.54802340e+00
 2.01643857e+00 -5.06568033e-01
 3.07503051e+00 2.71497383e+00
 -9.51913075e+00 3.38710081e+00
 -4.84213466e+00 1.13339523e+01
 2.95709337e+00 8.40937761e+00
 -8.93190141e+00 2.53633504e+00
 -8.41218447e+00 8.63342865e+00
 -9.55507922e+00 3.16565094e+00
 -9.44022838e+00 2.38836829e+00
 -6.70110957e+00 -3.08874854e-01
 -3.32090457e+00 1.13796980e+01
 -9.30307758e+00 7.27508107e+00
 -9.66364237e+00 6.23879811e+00
 -9.15560747e+00 3.15555475e+00
 -3.77267262e+00 1.19547187e+01
 -9.73393220e+00 7.06732204e+00
 -1.78893781e+00 -1.33380131e+00
 3.68368860e+00 6.80079308e+00
 -9.73148279e+00 1.39758820e+00
 -2.92064989e+00 1.14865770e+01
 -4.81593988e+00 -2.42231199e+00
 -4.12871946e-02 -1.90724513e+00
 -5.67321999e+00 1.21877023e+01
 -7.67756320e+00 -3.18090443e-01
 -5.41272185e+00 1.10997147e+01
 -6.36011376e+00 -6.39035225e-01
 -1.47813307e+00 -1.95441751e+00
 3.68568270e+00 2.66357327e+00
 -4.84553833e-01 -9.03604862e-01
 -4.41568250e+00 -2.08958689e+00
 3.32523555e+00 2.06741605e+00
 -8.75123615e+00 9.13829823e+00
 1.25500947e+00 -1.00870889e-01
 -9.84074711e+00 1.64330764e+00
 -9.97074894e+00 7.41189065e+00
 3.57274395e+00 1.34921758e+00
 -9.57076646e+00 1.64250407e+00
 -5.17409953e+00 1.11643243e+01
 -9.32544767e+00 6.19161941e+00
 8.26827095e-01 1.07154245e+01
 -9.40091042e+00 3.15198548e+00
 -7.79845138e+00 9.24209288e+00
 -9.88144943e+00 4.37367782e+00
 1.66220480e-01 1.17891743e+01
 3.56913530e+00 7.75466399e+00
 -1.05727243e+01 6.33083021e+00
 2.62887648e+00 8.45335659e+00
 -1.88699645e+00 1.13991671e+01
 -1.02041011e+01 6.96707737e+00
 -8.60193960e+00 9.74895907e+00
 -7.14219541e+00 -6.35324132e-02
 -3.68995393e+00 1.22537124e+01
 -2.52802132e+00 -1.43309219e+00
 -7.10899927e+00 -8.64616426e-01
 1.29603928e+00 -8.84941115e-01
 -7.60123723e+00 1.01045025e+01
 -2.74365141e+00 1.23091563e+01
 -1.70973825e-01 -1.02248526e+00
 2.10664824e+00 -5.63584964e-01
 1.83633572e+00 9.10872200e+00
 -5.52710613e+00 -1.42422101e+00
 3.76323236e+00 8.07113157e+00
 -8.53209666e+00 -5.54137507e-03
 -4.78693769e+00 1.17171463e+01
 3.82647773e+00 6.46914414e+00
 4.07932204e+00 7.36133479e+00
 -2.83613934e+00 -2.61128112e+00
 1.42497883e+00 -3.89767180e-02
 2.60987528e+00 9.01929310e+00
 2.75538188e+00 1.05178523e+00
 1.13110019e+00 -9.71794891e-01
 8.15797834e-01 1.01963946e+01
 -2.14702066e+00 -1.34907740e+00
 1.48219871e+00 -9.93936942e-01
 -1.48400014e+00 -1.38926885e+00
 -5.47100639e+00 -1.78921366e+00
 -7.45620372e+00 2.87002668e-01
 5.11660386e-01 1.10934794e+01
 -4.80551511e+00 -1.45747151e+00
 -5.40618428e+00 -2.08859052e+00
 4.30597133e+00 5.34964300e+00
 -6.57696814e+00 1.04354074e+01
 3.28390843e+00 4.47829280e+00
 3.48711202e+00 6.47570473e+00
 1.22302630e+00 9.99648646e+00
 -3.75428269e+00 -2.21156462e+00
 -8.91312115e+00 6.66606930e-01
 4.51338097e+00 3.71471977e+00
 -7.64542634e+00 -1.10892041e+00
 -5.54057209e+00 -9.89179374e-01
 -2.88819744e+00 1.17484519e+01
 3.78226820e+00 6.77877198e+00
 2.58963242e-01 -5.37864918e-01
 -9.47731635e+00 8.28225533e+00
 -5.89711684e+00 1.20113613e+01
 -2.39780795e-01 1.21465165e+01
 -2.40020072e+00 1.26679542e+01
 -6.47580251e-01 -2.02512346e+00
 -8.68335421e+00 9.63002175e+00
 1.22604395e+00 1.06411763e+01
 -9.76100317e+00 1.99652604e+00
 -6.95522224e+00 1.06785634e+01
 -1.03195323e+01 4.42569628e+00
 -1.44331911e+00 -2.23657046e+00
 -8.74570712e+00 7.91324788e+00
 2.35911791e+00 1.01744509e+01
 -9.58384095e+00 4.21391946e+00
 -7.35058638e+00 1.11170058e+01
 -9.04625038e+00 8.33487290e+00
 4.67425974e+00 4.37587271e+00
 -9.48967782e+00 3.89096024e+00
 -1.01683342e+01 6.54023616e+00
 -7.41836925e+00 -1.94344735e-01
 -1.97276780e+00 -1.36979561e+00
 3.14846102e+00 3.07607877e+00
 -3.86070450e+00 1.25232922e+01
 -5.47681480e+00 -1.03126607e+00
 -6.96672745e+00 -1.51825477e-01
 4.23629892e+00 3.92493881e+00
 -4.72665814e+00 1.20720053e+01
 1.07447865e+00 -1.73408258e-01
 -9.43727313e+00 4.67678679e+00
 -5.27178773e+00 1.09986666e+01
 -1.03956138e+01 3.40401224e+00
 -7.45464903e+00 -1.29802246e-02
 3.81644237e-01 -8.95152132e-01
 -6.19752718e+00 1.15785531e+01
 -9.24289487e-01 -1.50590293e+00
 -4.71798948e+00 1.20058902e+01
 3.36387321e-01 1.15366788e+01
 -8.41817669e+00 1.02586522e+01
 3.51140957e+00 7.11415172e+00
 -9.57215163e+00 7.10576911e+00
 -5.75045047e+00 -9.49060004e-01
 3.29150848e+00 7.60553241e+00
 -9.26085707e+00 3.49809649e+00
 2.34312395e+00 1.07840140e+00
 2.52828926e+00 9.85183213e-02
 -3.61240244e+00 1.17920379e+01
 2.44558017e+00 1.56868858e+00
 -3.48277552e+00 -2.41101440e+00
 2.64666480e+00 1.87172407e+00
 4.01662683e+00 5.77737754e+00
 -9.92838419e+00 7.84011375e+00
 3.87952327e-01 -8.27102607e-01
 -1.05952963e+01 4.24114501e+00
 2.64693230e+00 8.73494778e+00
 -6.90217200e+00 -1.42192414e+00
 2.93728564e+00 7.59748002e+00
 2.56784269e+00 9.44411975e+00
 -3.08700140e+00 1.23207680e+01
 -1.96781459e+00 -1.36310419e+00
 -9.81163808e+00 3.27822239e+00
